0.00	4840
0.00	4804
0.00	4876
0.00	4752
0.00	4836
0.00	4700
0.00	4880
0.00	4772
0.00	4828
0.00	4768
0.00	4828
0.00	4520
0.00	4760
0.00	4800
0.00	4828
0.00	4896
0.00	4824
0.00	4648
0.00	4848
0.00	4696
0.00	4840
0.00	4744
0.00	4652
0.00	4828
0.00	4808
0.00	4520
0.00	4764
0.00	4828
0.00	4852
0.00	4476
0.00	4716
0.00	4428
0.00	4888
0.00	4720
0.00	4812
0.00	4908
0.00	4740
0.00	4756
0.00	4792
0.00	4764
0.00	4708
0.00	4804
0.00	4764
0.00	4832
0.00	4688
0.00	4668
0.00	4720
0.00	4696
0.00	4796
0.00	4856
0.00	4812
0.00	4668
0.00	4808
0.00	4652
0.00	4884
0.00	4768
0.00	4840
0.00	4836
0.00	4760
0.00	4660
0.00	4764
0.00	4628
0.00	4904
0.00	4888
0.00	4864
0.00	4820
0.00	4696
0.00	4772
0.00	4892
0.00	4708
0.00	4828
0.00	4824
0.00	4544
0.00	4744
0.00	4852
0.00	4924
0.00	4860
0.00	4824
0.15	5076
0.13	5048
0.14	5212
0.19	5328
0.16	5268
0.16	5228
0.01	4844
0.01	4864
0.02	4980
0.02	4972
0.02	4856
0.02	4972
0.02	4900
0.02	4640
0.01	4620
0.01	4756
0.01	4612
0.01	4580
0.01	4872
0.03	5028
0.03	4884
0.03	4888
0.03	4872
0.03	4908
0.06	4728
0.06	5044
0.06	4992
0.04	5008
0.03	4720
0.08	5168
0.08	5056
0.08	4996
0.08	5124
0.08	4772
0.08	4776
0.00	4820
0.00	4728
0.00	4820
0.00	4820
0.00	4688
0.00	4780
0.00	4492
0.07	5080
0.00	4708
0.00	4864
0.00	4856
0.00	4848
0.00	4700
0.00	4860
0.00	4780
0.00	4620
0.00	4896
0.00	4540
0.00	4656
0.00	4788
0.00	4772
0.00	4824
0.00	4532
0.00	4808
0.00	4744
0.00	4628
0.00	4760
0.00	4784
0.00	4748
0.00	4480
0.00	4772
0.00	4792
0.00	4812
0.00	4836
0.00	4784
0.00	4516
0.00	4884
0.00	4888
0.00	4652
0.00	4828
0.00	4652
0.00	4720
0.00	4648
0.00	4640
0.00	4728
0.00	4748
0.00	4484
0.00	4468
0.00	4516
0.00	4740
0.00	4892
0.00	4668
0.00	4788
0.00	4900
0.00	4564
0.00	4800
0.00	4832
0.00	4568
0.00	4880
0.00	4928
0.00	4944
0.00	4572
0.00	4856
0.00	4540
0.00	4484
0.00	4836
0.00	4808
0.00	4848
0.00	4836
0.00	4912
0.00	4732
0.00	4668
0.00	4812
0.00	4748
0.00	4664
0.00	4756
0.00	4652
0.00	4676
0.00	4852
0.00	4680
0.00	4684
0.00	4820
0.00	4460
0.00	4724
0.00	4852
0.00	4584
0.00	4684
0.00	4672
0.00	4680
0.00	4788
0.00	4676
0.00	4856
0.00	4736
0.00	4692
0.00	4812
0.00	4772
0.00	4632
0.00	4652
0.00	4688
0.00	4468
0.00	4636
0.00	4732
0.00	4784
0.00	4732
0.00	4836
0.00	4668
0.00	4528
0.00	4500
0.00	4636
0.00	4736
0.00	4744
0.00	4848
0.00	4780
0.00	4788
0.00	4800
0.00	4864
0.00	4476
0.00	4756
0.00	4840
0.00	4836
0.00	4488
0.00	4768
0.00	4728
0.00	4524
0.00	4460
0.00	4820
0.00	4516
0.00	4728
0.00	4880
0.00	4812
0.00	4508
0.00	4816
0.00	4828
0.00	4840
0.00	4732
0.00	4648
0.00	4536
0.00	4664
0.00	4812
0.00	4664
0.00	4872
0.00	4648
0.00	4660
0.00	4672
0.00	4856
0.00	4472
0.00	4836
0.00	4844
0.00	4684
0.00	4916
0.00	4772
0.00	4684
0.00	4800
0.00	4508
0.00	4804
0.00	4908
0.00	4868
0.00	4756
0.00	4544
0.00	4788
0.00	4704
0.00	4668
0.00	4916
0.00	4668
0.00	4836
0.00	4876
0.00	4840
0.00	4760
0.00	4836
0.00	4848
0.00	4700
0.18	5076
0.20	5236
0.20	5232
0.20	4956
0.00	4848
0.00	4776
0.03	4968
0.03	5052
0.03	4984
0.03	4700
0.03	5012
0.03	4824
0.03	4956
0.03	5012
0.03	4936
0.04	4880
0.21	5344
0.21	5228
0.21	5072
0.21	5132
0.21	5104
0.21	5232
0.21	5256
0.20	5280
0.21	5308
0.21	5128
0.22	5284
0.22	5072
